sentence_id,gold_label,perturbation,sentence
3915,neutral,clean,"Name of Applicant : Jot Automation OYName of Inventor : Mammila Tuomo , Piirainen Mika and Kellokoski MikaApplication No. : 2424-KOLNP-2008 ADate of filing of Application : 16-06-2008Publication Date : 30/01/2009"
3915,neutral,synonym,"Name of Applicant : Jot Automation OYName of Inventor : Mammila Tuomo , Piirainen Mika and Kellokoski MikaApplication No. : 2424-KOLNP-2008 ADate of filing of Application : 16-06-2008Publication Date : 30/01/2009"
3915,neutral,negation,"Name of Applicant : Jot Automation OYName of Inventor : Mammila Tuomo , Piirainen Mika and Kellokoski MikaApplication No. : 2424-KOLNP-2008 ADate of filing of Application : 16-06-2008Publication Date : 30/01/2009 but this did not actually happen."
3915,neutral,numeric,"Name of Applicant : Jot Automation OYName of Inventor : Mammila Tuomo , Piirainen Mika and Kellokoski MikaApplication No. : 242.40-KOLNP-2008 ADate of filing of Application : 16-06-2008Publication Date : 30/01/2009"
3915,neutral,chardrop,"Name of pplicant : Jo Automation OYName f Inventor : Mammila Tomo , Piiraine ika and Kellokski MikaApplication No. : 424-KOLNP-2008 ADate of fiing of Application : 16-0-008Publication Date : 30/01/2009"
3669,neutral,clean,"Nokia will deliver a WCDMA 3G-HSPA radio network , including the modular , high capacity Nokia Flexi WCDMA base station to Indosat ."
3669,neutral,synonym,"Nokia will deliver a WCDMA 3G-HSPA radio network , including the modular , high capacity Nokia Flexi WCDMA base station to Indosat ."
3669,neutral,negation,"Nokia will deliver a WCDMA 3G-HSPA radio network , including the modular , high capacity Nokia Flexi WCDMA base station to Indosat . but this did not actually happen."
3669,neutral,numeric,"Nokia will deliver a WCDMA 3G-HSPA radio network , including the modular , high capacity Nokia Flexi WCDMA base station to Indosat ."
3669,neutral,chardrop,"Nokia will deliver  WCDA 3G-HSPA radio network , includig the modular , high capacity Nokia Flexi WCDMA base station to Indsat ."
4168,neutral,clean,Atria said its offer would give the Swedish company continued ownership and control of its slaughtering and cutting operations .
4168,neutral,synonym,Atria said its offer would give the Swedish company continued ownership and control of its slaughtering and cutting operations .
4168,neutral,negation,Atria said its offer would give the Swedish company continued ownership and control of its slaughtering and cutting operations . but this did not actually happen.
4168,neutral,numeric,Atria said its offer would give the Swedish company continued ownership and control of its slaughtering and cutting operations .
4168,neutral,chardrop,Atria said its offer would give the Swedish company ontinued owership and contro of its slaghterig and cuttin operatons 
4482,neutral,clean,"3G data subscribers are also helping to maintain these growth levels , since data-only subscriptions push for more multiple SIM ownership ."
4482,neutral,synonym,"3G data subscribers are also helping to maintain these rise levels , since data-only subscriptions push for more multiple SIM ownership ."
4482,neutral,negation,"3G data subscribers are also helping to maintain these growth levels , since data-only subscriptions push for more multiple SIM ownership . but this did not actually happen."
4482,neutral,numeric,"3G data subscribers are also helping to maintain these growth levels , since data-only subscriptions push for more multiple SIM ownership ."
4482,neutral,chardrop,"3G data subscribers are also helping to maintain these growth levels , since data-only subscriptions push for more multiple SIM ownership ."
2789,neutral,clean,"In 2007 , Etteplan had turnover of EUR125 .2 m."
2789,neutral,synonym,"In 2007 , Etteplan had turnover of EUR125 .2 m."
2789,neutral,negation,"In 2007 , Etteplan had turnover of EUR125 .2 m. but this did not actually happen."
2789,neutral,numeric,"In 200.70 , Etteplan had turnover of EUR125 .2 m."
2789,neutral,chardrop,"In 2007 , Etteplan had turnove of EUR125 .2 m."
3127,positive,clean,` By separating side businesses we will be able to faster expand and develop Tapro retail network .
3127,positive,synonym,` By separating side businesses we will be able to faster expand and develop Tapro retail network .
3127,positive,negation,` By separating side businesses we will be able to faster expand and develop Tapro retail network . but this did not actually happen.
3127,positive,numeric,` By separating side businesses we will be able to faster expand and develop Tapro retail network .
3127,positive,chardrop,` By separating side businesse we will be able to aster expnd and develop Tapro reail network .
2339,neutral,clean,"With the second phase of the new Innova building , Tecnopolis presence in Jyvaskyla will increase to a total of approximately 62,000 floor square meters ."
2339,neutral,synonym,"With the second phase of the new Innova building , Tecnopolis presence in Jyvaskyla will increase to a total of approximately 62,000 floor square meters ."
2339,neutral,negation,"With the second phase of the new Innova building , Tecnopolis presence in Jyvaskyla will increase to a total of approximately 62,000 floor square meters . but this did not actually happen."
2339,neutral,numeric,"With the second phase of the new Innova building , Tecnopolis presence in Jyvaskyla will increase to a total of approximately 6200,000 floor square meters ."
2339,neutral,chardrop,"With the secon phae o the new Innova buildin , Tecnopolis resence in Jyvasyla will increase to a total of approximately 62,000 floor square meters ."
2093,positive,clean,"Nokia controls more than 50 percent of phone sales in India and Africa , and has a strong prosition on most other emerging markets ."
2093,positive,synonym,"Nokia controls more than 50 percent of phone sales in India and Africa , and has a robust prosition on most other emerging markets ."
2093,positive,negation,"Nokia controls more than 50 percent of phone sales in India and Africa , and has a strong prosition on most other emerging markets . but this did not actually happen."
2093,positive,numeric,"Nokia controls more than 500 percent of phone sales in India and Africa , and has a strong prosition on most other emerging markets ."
2093,positive,chardrop,"okia controls more than 0 percent of phone sales in India and Africa , and s a strong prosition on most other emerging markets ."
807,positive,clean,The bank forecasts Finland 's GDP will grow by 2 % in 2010 and in 2011 .
807,positive,synonym,The bank forecasts Finland 's GDP will grow by 2 % in 2010 and in 2011 .
807,positive,negation,The bank forecasts Finland 's GDP will grow by 2 % in 2010 and in 2011 . but this did not actually happen.
807,positive,numeric,The bank forecasts Finland 's GDP will grow by 200 % in 2010 and in 2011 .
807,positive,chardrop,The bk forecasts Finland 's GDP will grow by 2 % n 010 and in 2011 .
1978,neutral,clean,The construction project is scheduled to start in the second quarter of 2009 and the new building is scheduled to be in place by the end of 2010 .
1978,neutral,synonym,The construction project is scheduled to start in the second quarter of 2009 and the new building is scheduled to be in place by the end of 2010 .
1978,neutral,negation,The construction project is scheduled to start in the second quarter of 2009 and the new building is scheduled to be in place by the end of 2010 . but this did not actually happen.
1978,neutral,numeric,The construction project is scheduled to start in the second quarter of 200.90 and the new building is scheduled to be in place by the end of 2010 .
1978,neutral,chardrop,The construction project is scheduled to start in the second quarter of 2009 and the new building i scedled to be in place by the end of 2010 .
4631,neutral,clean,"Outotec 's delivery covers the engineering , supply and construction of a circulating fluid bed calcination plant with a capacity of 1,600 tons of alumina per day ."
4631,neutral,synonym,"Outotec 's delivery covers the engineering , supply and construction of a circulating fluid bed calcination plant with a capacity of 1,600 tons of alumina per day ."
4631,neutral,negation,"Outotec 's delivery covers the engineering , supply and construction of a circulating fluid bed calcination plant with a capacity of 1,600 tons of alumina per day . but this did not actually happen."
