sentence_en,sentence,label_text,label
"In Finland , OP-Pohjola 's staff union is boycotting the group 's insurance sales tasks because the company has refused to take the sale of insurance into account in determining wages .",在芬兰，OP-Pohjola的员工工会正在抵制该集团的保险销售任务，因为公司拒绝将保险销售纳入工资决定的考虑范围。,negative,0
"As a result of the cancellation , the maximum increase of Citycon 's share capital on the basis of the convertible bonds decreased from EUR 23,383,927.80 to EUR 22,901,784.75 .","由于取消，基于可转换债券的城市控股股份资本的最大增加额从23,383,927.80欧元减少到22,901,784.75欧元。",neutral,1
"The decision to sell a share in Lenenergo was reached in line with Fortum 's strategic plans to invest mainly in generating assets in Russia , while Lenenergo is a grid company , the press release said .",决定出售Lenenergo的股份符合Fortum主要投资于俄罗斯发电资产的战略计划，尽管Lenenergo是一家电网公司，公告如是说。,positive,2
"As capacity was cut with 1.4 % , the passenger load factor was down 7.8 percentage points .",产能减少了1.4%，客座率下降了7.8个百分点。,negative,0
The contract was signed in August with Papua New Guinea-based Lihir Gold Ltd ASX : LGL .,合同于八月与基于巴布亚新几内亚的Lihir Gold Ltd（ASX：LGL）签署。,positive,2
"Profit for the period totalled EUR 1.1 mn , down from EUR 1.6 mn in the third quarter of 2008 .",本期利润总额为110万欧元，低于2008年第三季度的160万欧元。,negative,0
"The operations to be sold include manufacturing units in Finland , France , Poland and Turkey , as well as sales units in Germany and Lithuania .",要出售的业务包括芬兰、法国、波兰和土耳其的制造单元，以及德国和立陶宛的销售单元。,neutral,1
The company will issue an inaugural Eurobond deal in the near future subject to market conditions .,该公司将在市场条件允许的情况下发行首支欧元债券。,neutral,1
Finnish Componenta has published its new long-term strategy for the period 2011-2015 with the aim of growing together with its customers .,芬兰Componenta公司已发布其2011-2015新的长期战略，旨在与客户共同成长。,neutral,1
"However , two of the previously ordered sets will start producing electricity at the end of October 2010 , it said .",然而，它说，此前订购的两套设备将于2010年10月底开始发电。,neutral,1
"In Sweden , Gallerix accumulated SEK denominated sales were down 1 % and EUR denominated sales were up 11 % .",在瑞典，以瑞典克朗计价的销售额下降了1%，以欧元计价的销售额上升了11%。,neutral,1
The group had an order book of EUR 7.74 mn at the end of 2007 .,该集团在2007年底的订单簿为774万欧元。,neutral,1
"Temporary lay-offs , affecting the entire workforce , will also be implemented .",临时裁员，将影响全体员工。,negative,0
"Deliveries are to start later in 2010 , and the volume will increase in the years 2011-2012 .",交付将在2010年晚些时候开始，2011年至2012年的交付量将增加。,neutral,1
"At end-August , Sampo was Nordea 's biggest shareholder with a 20.6 % stake , followed by the state with 19.9 % .",截至8月底，萨尔莫是诺德银行最大的股东，持股20.6%，其次是政府持股19.9%。,neutral,1
Olvi has posted a strong set of figures for the first six months of this year .,Olvi在今年前六个月发布了强劲的财务数据。,positive,2
Teleste was set up in 1954 and is divided into Broadband Cable Networks and Video Networks business areas .,Teleste成立于1954年，并分为宽带电缆网络和视频网络业务领域。,neutral,1
"We look forward to take part in the future development of the company , '' says Tomas Billing , President of Nordstjernan .",我们期待参与公司的未来发展，”诺德斯泰纳的总裁托马斯·比林说。,neutral,1
Some of the lay-offs will be implemented using part-time employment contracts .,部分裁员将通过签订非全日制劳动合同实施。,neutral,1
The Group also has a strong global position in other fishing categories .,该集团在其他渔业类别中也拥有强大的全球地位。,positive,2
The firm generated sales of 187 mln eur in 2005 .,该公司在2005年产生了1.87亿欧元的销售收入。,neutral,1
Pharmaceutical market in Poland Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Poland .,波兰制药市场 .Global Research & Data Services 最近发布了一份关于波兰制药市场的市场分析报告。,neutral,1
"In recent months , Capman has taken significant steps to simplify its operations , CEO Lennart Simonsen said .",在最近几个月里，Capman已经采取了显著措施简化其运营，首席执行官伦纳特·西蒙森说。,positive,2
The use of validation rule base enables verifying that processing rule bases managed by different administrators fulfil some set requirements .,验证规则基础的应用能够验证由不同管理员管理的处理规则基础是否满足某些设定要求。,neutral,1
"Proving that good cellphone design is truly a work of art , the website for the Nokia 6131 provides a colorful canvas for the expression of mobile-inspired sentiments .",证明良好的手机设计确实是艺术品，诺基亚6131的官方网站为移动灵感的情感表达提供了一个多彩的平台。,positive,2
"Elite Residence Tower , a new development by Tameer , is located at the heart of Dubai Marina .",Elite Residence Tower，由塔梅尔开发的新项目位于迪拜 Marina 区的心脏地带。,neutral,1
"Kesko pursues a strategy of healthy , focused growth concentrating on sales and services to consumer-customers .",凯斯科追求一种专注于面向消费者客户的销售和服务的健康、聚焦的增长策略。,positive,2
A & euro ; 4.8 million investment in 13.6 % of Lewa netted Deutsche Beteiligungs & euro ; 21 million .,一笔480万欧元的投资占莱瓦公司13.6%的股份，为德意志参与带来了2100万欧元的回报。,positive,2
"The announcement pushed Freenet shares down 6.3 % , or EUR0 .71 , in Frankfurt trade to EUR10 .65 as investors gave up hope United Internet AG and Drillisch would pursue their own takeover and breakup of Freenet .",公告推动Freenet股价在法兰克福市场下跌6.3%，或0.71欧元，至10.65欧元，投资者放弃了对United Internet AG和Drillisch可能会对Freenet进行独立收购并拆分的希望。,negative,0
"Under the contract , Ericsson will more than double the number of radio base stations in the Elisa network over the coming year .",根据合同，爱立信将在未来一年内将埃尔利沙网络中的无线电基站数量翻倍以上。,neutral,1
"The Company operates through four principal divisions : Consumer Packaging ; Office Papers ; Speciality Papers , as well as Market Pulp and Energy .",该公司通过四个主要部门运营：消费品包装；办公用纸；特种纸，以及市场浆料和能源。,neutral,1
"The pilot project proved that RIFD technology is ideal for our purposes '' , comments Olli Saarinen , Material Handling Supervisor at Yara .",试点项目证明了RFID技术非常适合我们的需求，”雅拉物料处理主管奥利·萨里宁评论道。,positive,2
The total investment in 2006 and 2007 is expected to amount to about EUR75m .,2006年和2007年的总投资预计将达到约7.5亿欧元。,neutral,1
The Financial Statements and Interim Reports will be released around at 9.00 a.m. ( Finnish time ) on the given dates .,财务报表和中期报告将在给定日期的上午9点（芬兰时间）左右发布。,neutral,1
"FL Group 's private equity division manages all operating companies , including Icelandair Group , FL Travel Group , Bluebird and Sterling .",FL集团的私募股权部门管理所有运营公司，包括冰岛航空集团、FL旅游集团、蓝鸟和斯特灵。,neutral,1
"M-real Corporation Stock Exchange Release 27 August 2009 at 3.15 pm M-real has received the EUR 190 million cash payment from Sappi M-real Corporation , a part of Mets+ñliitto Group , divested its Graphic Papers business to Sappi Limited at the end of 2008 for EUR 750 million .",M-real Corporation股票交易所公告，2009年8月27日下午3点15分，M-real已收到Sappi公司的欧元1.9亿现金支付。Sappi M-real Corporation是Mets+ñliitto集团的一部分，M-real在2008年底将其图形纸业务出售给Sappi Limited，交易金额为欧元7.5亿。,neutral,1
"ASPO Plc STOCK EXCHANGE ANNOUNCEMENT May 4 , 2006 at 10:00 a.m. An increase in the share capital of Aspo Plc totaling EUR 1,125.60 was registered today .","ASPO Plc 股票交易所公告 2006年5月4日上午10:00 注册了Aspo Plc股本增加共计1,125.60欧元。",positive,2
"The total investment in the company will be EUR58m , of which Wartsila 's share will be EUR29m .",该公司总投资为5800万欧元，其中瓦锡兰的份额为2900万欧元。,neutral,1
"`` Of course , we are in talks with all those coming up with new projects that involve material handling , '' Konecranes President and CEO Pekka Lundmark said , when asked whether it was talking to Reliance Industries for supplying equipment to its upcoming refinery in Jamnagar .",当然，我们在与所有提出涉及物料处理的新项目方进行洽谈，」科尼集团总裁兼首席执行官佩卡·伦德马克在被问及是否正在与信实工业就其即将在贾姆纳加尔建设的炼油厂供应设备一事进行洽谈时说。,neutral,1
